,cell1,cell2,score,dataset1,dataset2,name1,name2
1,1,219,0.916666666666667,1,2,Cell1,Cell719
2,1,244,0.833333333333333,1,2,Cell1,Cell744
3,2,385,0.916666666666667,1,2,Cell2,Cell885
4,2,193,1,1,2,Cell2,Cell693
5,2,399,0.666666666666667,1,2,Cell2,Cell899
6,2,379,0.583333333333333,1,2,Cell2,Cell879
7,3,217,0.666666666666667,1,2,Cell3,Cell717
8,3,236,0.916666666666667,1,2,Cell3,Cell736
9,3,81,0.5,1,2,Cell3,Cell581
10,4,182,1,1,2,Cell4,Cell682
11,4,414,0.916666666666667,1,2,Cell4,Cell914
12,4,149,0.75,1,2,Cell4,Cell649
13,5,229,0.0833333333333333,1,2,Cell5,Cell729
14,5,136,1,1,2,Cell5,Cell636
15,5,270,0.833333333333333,1,2,Cell5,Cell770
16,5,325,0.5,1,2,Cell5,Cell825
17,6,137,0.75,1,2,Cell6,Cell637
18,6,108,0.333333333333333,1,2,Cell6,Cell608
19,7,115,0.75,1,2,Cell7,Cell615
20,7,240,0.833333333333333,1,2,Cell7,Cell740
21,7,57,0.5,1,2,Cell7,Cell557
22,8,311,0.75,1,2,Cell8,Cell811
23,8,112,0.75,1,2,Cell8,Cell612
24,9,405,0.833333333333333,1,2,Cell9,Cell905
25,9,28,0.833333333333333,1,2,Cell9,Cell528
26,10,70,1,1,2,Cell10,Cell570
27,10,9,1,1,2,Cell10,Cell509
28,10,205,0.666666666666667,1,2,Cell10,Cell705
29,10,406,0.666666666666667,1,2,Cell10,Cell906
30,11,38,0.333333333333333,1,2,Cell11,Cell538
31,11,128,0.5,1,2,Cell11,Cell628
32,11,48,0.166666666666667,1,2,Cell11,Cell548
33,12,374,0.666666666666667,1,2,Cell12,Cell874
34,13,88,0.416666666666667,1,2,Cell13,Cell588
35,13,116,0.833333333333333,1,2,Cell13,Cell616
36,13,145,0,1,2,Cell13,Cell645
37,13,42,0.833333333333333,1,2,Cell13,Cell542
38,14,293,0.583333333333333,1,2,Cell14,Cell793
39,14,247,0.833333333333333,1,2,Cell14,Cell747
40,15,287,0.833333333333333,1,2,Cell15,Cell787
41,15,50,0.333333333333333,1,2,Cell15,Cell550
42,16,226,0.75,1,2,Cell16,Cell726
43,16,312,0.666666666666667,1,2,Cell16,Cell812
44,17,372,0.833333333333333,1,2,Cell17,Cell872
45,17,301,1,1,2,Cell17,Cell801
46,17,245,0.25,1,2,Cell17,Cell745
47,18,110,0.75,1,2,Cell18,Cell610
48,18,322,0.75,1,2,Cell18,Cell822
49,18,200,0.5,1,2,Cell18,Cell700
50,18,220,0.416666666666667,1,2,Cell18,Cell720
51,19,80,0.916666666666667,1,2,Cell19,Cell580
52,19,86,0.583333333333333,1,2,Cell19,Cell586
53,20,168,0.833333333333333,1,2,Cell20,Cell668
54,20,20,0.75,1,2,Cell20,Cell520
55,21,434,1,1,2,Cell21,Cell934
56,21,41,0.833333333333333,1,2,Cell21,Cell541
57,21,27,0.416666666666667,1,2,Cell21,Cell527
58,21,414,0.583333333333333,1,2,Cell21,Cell914
59,22,345,0.583333333333333,1,2,Cell22,Cell845
60,23,144,0.666666666666667,1,2,Cell23,Cell644
61,24,372,1,1,2,Cell24,Cell872
62,24,431,0.333333333333333,1,2,Cell24,Cell931
63,24,277,0.666666666666667,1,2,Cell24,Cell777
64,24,41,1,1,2,Cell24,Cell541
65,24,167,1,1,2,Cell24,Cell667
66,25,310,1,1,2,Cell25,Cell810
67,26,333,0.75,1,2,Cell26,Cell833
68,26,356,0.5,1,2,Cell26,Cell856
69,26,335,0.5,1,2,Cell26,Cell835
70,26,295,0.416666666666667,1,2,Cell26,Cell795
71,27,2,0.666666666666667,1,2,Cell27,Cell502
72,27,179,0.333333333333333,1,2,Cell27,Cell679
73,28,299,0.916666666666667,1,2,Cell28,Cell799
74,29,393,1,1,2,Cell29,Cell893
75,29,86,0.833333333333333,1,2,Cell29,Cell586
76,29,122,0.5,1,2,Cell29,Cell622
77,30,153,0.916666666666667,1,2,Cell30,Cell653
78,30,422,0.666666666666667,1,2,Cell30,Cell922
79,31,161,0,1,2,Cell31,Cell661
80,31,233,0.416666666666667,1,2,Cell31,Cell733
81,32,372,0.25,1,2,Cell32,Cell872
82,32,206,0.583333333333333,1,2,Cell32,Cell706
83,33,427,0.833333333333333,1,2,Cell33,Cell927
84,33,397,0.166666666666667,1,2,Cell33,Cell897
85,35,54,0.666666666666667,1,2,Cell35,Cell554
86,35,446,0.75,1,2,Cell35,Cell946
87,35,359,0.333333333333333,1,2,Cell35,Cell859
88,36,432,1,1,2,Cell36,Cell932
89,36,328,0.5,1,2,Cell36,Cell828
90,36,129,0.75,1,2,Cell36,Cell629
91,36,366,0.583333333333333,1,2,Cell36,Cell866
92,37,151,0.416666666666667,1,2,Cell37,Cell651
93,37,220,0.333333333333333,1,2,Cell37,Cell720
94,38,305,1,1,2,Cell38,Cell805
95,39,150,0.25,1,2,Cell39,Cell650
96,40,319,0.916666666666667,1,2,Cell40,Cell819
97,40,224,0.833333333333333,1,2,Cell40,Cell724
98,40,11,0.416666666666667,1,2,Cell40,Cell511
99,40,376,0.583333333333333,1,2,Cell40,Cell876
100,41,405,1,1,2,Cell41,Cell905
101,41,36,0.5,1,2,Cell41,Cell536
102,42,289,0.583333333333333,1,2,Cell42,Cell789
103,43,208,0.25,1,2,Cell43,Cell708
104,44,193,1,1,2,Cell44,Cell693
105,44,275,1,1,2,Cell44,Cell775
106,44,301,0.833333333333333,1,2,Cell44,Cell801
107,44,94,0.833333333333333,1,2,Cell44,Cell594
108,44,389,0.416666666666667,1,2,Cell44,Cell889
109,45,297,0.666666666666667,1,2,Cell45,Cell797
110,45,431,0.583333333333333,1,2,Cell45,Cell931
111,45,13,1,1,2,Cell45,Cell513
112,46,312,1,1,2,Cell46,Cell812
113,46,184,0.333333333333333,1,2,Cell46,Cell684
114,46,149,1,1,2,Cell46,Cell649
115,46,28,0.75,1,2,Cell46,Cell528
116,47,360,0.25,1,2,Cell47,Cell860
117,47,124,0.75,1,2,Cell47,Cell624
118,47,164,0.25,1,2,Cell47,Cell664
119,48,61,0.5,1,2,Cell48,Cell561
120,49,245,0.75,1,2,Cell49,Cell745
121,49,406,1,1,2,Cell49,Cell906
122,49,384,1,1,2,Cell49,Cell884
123,49,342,0.583333333333333,1,2,Cell49,Cell842
124,49,218,0.25,1,2,Cell49,Cell718
125,50,375,0.666666666666667,1,2,Cell50,Cell875
126,50,243,0.583333333333333,1,2,Cell50,Cell743
127,50,402,0.333333333333333,1,2,Cell50,Cell902
128,51,154,0.166666666666667,1,2,Cell51,Cell654
129,52,286,1,1,2,Cell52,Cell786
130,52,203,0.583333333333333,1,2,Cell52,Cell703
131,52,321,0.75,1,2,Cell52,Cell821
132,53,187,0.666666666666667,1,2,Cell53,Cell687
133,54,107,0.583333333333333,1,2,Cell54,Cell607
134,54,275,0.583333333333333,1,2,Cell54,Cell775
135,54,193,0.333333333333333,1,2,Cell54,Cell693
136,55,293,0.833333333333333,1,2,Cell55,Cell793
137,55,74,0.416666666666667,1,2,Cell55,Cell574
138,56,156,0.416666666666667,1,2,Cell56,Cell656
139,56,244,1,1,2,Cell56,Cell744
140,56,377,0.416666666666667,1,2,Cell56,Cell877
141,57,247,1,1,2,Cell57,Cell747
142,58,209,0.666666666666667,1,2,Cell58,Cell709
143,58,276,0.583333333333333,1,2,Cell58,Cell776
144,59,77,1,1,2,Cell59,Cell577
145,60,344,1,1,2,Cell60,Cell844
146,60,122,0.666666666666667,1,2,Cell60,Cell622
147,60,316,0.5,1,2,Cell60,Cell816
148,60,148,1,1,2,Cell60,Cell648
149,61,243,0.5,1,2,Cell61,Cell743
150,61,180,0.666666666666667,1,2,Cell61,Cell680
151,62,278,0.333333333333333,1,2,Cell62,Cell778
152,62,216,0.166666666666667,1,2,Cell62,Cell716
153,62,232,0.666666666666667,1,2,Cell62,Cell732
154,63,299,1,1,2,Cell63,Cell799
155,63,233,0.833333333333333,1,2,Cell63,Cell733
156,65,390,0.75,1,2,Cell65,Cell890
157,65,29,0.416666666666667,1,2,Cell65,Cell529
158,65,136,0.833333333333333,1,2,Cell65,Cell636
159,66,119,1,1,2,Cell66,Cell619
160,66,3,0.666666666666667,1,2,Cell66,Cell503
161,66,254,0.5,1,2,Cell66,Cell754
162,67,91,1,1,2,Cell67,Cell591
163,67,359,0.916666666666667,1,2,Cell67,Cell859
164,67,224,0.75,1,2,Cell67,Cell724
165,67,252,0.75,1,2,Cell67,Cell752
166,67,133,0.5,1,2,Cell67,Cell633
167,69,187,0.75,1,2,Cell69,Cell687
168,69,437,0.416666666666667,1,2,Cell69,Cell937
169,70,365,0.5,1,2,Cell70,Cell865
170,70,437,0.333333333333333,1,2,Cell70,Cell937
171,70,11,0.583333333333333,1,2,Cell70,Cell511
172,70,403,0.583333333333333,1,2,Cell70,Cell903
173,71,295,0.833333333333333,1,2,Cell71,Cell795
174,71,8,0.333333333333333,1,2,Cell71,Cell508
175,71,1,0.5,1,2,Cell71,Cell501
176,72,145,0.916666666666667,1,2,Cell72,Cell645
177,72,252,1,1,2,Cell72,Cell752
178,72,364,1,1,2,Cell72,Cell864
179,74,148,0.833333333333333,1,2,Cell74,Cell648
180,74,135,0.416666666666667,1,2,Cell74,Cell635
181,75,446,0.5,1,2,Cell75,Cell946
182,76,115,1,1,2,Cell76,Cell615
183,76,152,0.75,1,2,Cell76,Cell652
184,76,317,0.333333333333333,1,2,Cell76,Cell817
185,76,338,0.833333333333333,1,2,Cell76,Cell838
186,76,423,0.25,1,2,Cell76,Cell923
187,78,274,0.5,1,2,Cell78,Cell774
188,78,378,0.833333333333333,1,2,Cell78,Cell878
189,78,19,0.5,1,2,Cell78,Cell519
190,79,227,0.416666666666667,1,2,Cell79,Cell727
191,79,1,0.5,1,2,Cell79,Cell501
192,79,83,0.5,1,2,Cell79,Cell583
193,79,30,1,1,2,Cell79,Cell530
194,80,220,1,1,2,Cell80,Cell720
195,80,141,0.916666666666667,1,2,Cell80,Cell641
196,80,1,0.583333333333333,1,2,Cell80,Cell501
197,80,308,0.666666666666667,1,2,Cell80,Cell808
198,81,188,0.666666666666667,1,2,Cell81,Cell688
199,81,269,0.25,1,2,Cell81,Cell769
200,82,272,0.5,1,2,Cell82,Cell772
201,82,181,0.666666666666667,1,2,Cell82,Cell681
202,82,146,0.75,1,2,Cell82,Cell646
203,82,282,0.583333333333333,1,2,Cell82,Cell782
204,82,293,0.5,1,2,Cell82,Cell793
205,83,392,1,1,2,Cell83,Cell892
206,83,351,0.583333333333333,1,2,Cell83,Cell851
207,83,62,0.583333333333333,1,2,Cell83,Cell562
208,83,429,0.583333333333333,1,2,Cell83,Cell929
209,84,264,0.666666666666667,1,2,Cell84,Cell764
210,85,149,1,1,2,Cell85,Cell649
211,85,389,0.916666666666667,1,2,Cell85,Cell889
212,85,21,0.583333333333333,1,2,Cell85,Cell521
213,85,76,0.583333333333333,1,2,Cell85,Cell576
214,86,297,0.5,1,2,Cell86,Cell797
215,86,310,0.583333333333333,1,2,Cell86,Cell810
216,86,87,0.333333333333333,1,2,Cell86,Cell587
217,87,175,1,1,2,Cell87,Cell675
218,87,154,1,1,2,Cell87,Cell654
219,87,377,0.75,1,2,Cell87,Cell877
220,88,155,0.916666666666667,1,2,Cell88,Cell655
221,88,50,0.5,1,2,Cell88,Cell550
222,88,148,0.583333333333333,1,2,Cell88,Cell648
223,88,306,0.333333333333333,1,2,Cell88,Cell806
224,89,365,0.666666666666667,1,2,Cell89,Cell865
225,89,264,0.916666666666667,1,2,Cell89,Cell764
226,89,217,0.833333333333333,1,2,Cell89,Cell717
227,89,290,0.5,1,2,Cell89,Cell790
228,90,81,0.583333333333333,1,2,Cell90,Cell581
229,90,174,0.833333333333333,1,2,Cell90,Cell674
230,90,441,0.0833333333333333,1,2,Cell90,Cell941
231,91,410,0.5,1,2,Cell91,Cell910
232,91,336,0.5,1,2,Cell91,Cell836
233,92,429,1,1,2,Cell92,Cell929
234,92,55,0.833333333333333,1,2,Cell92,Cell555
235,92,38,0.416666666666667,1,2,Cell92,Cell538
236,93,369,0.5,1,2,Cell93,Cell869
237,93,99,1,1,2,Cell93,Cell599
238,94,245,0.916666666666667,1,2,Cell94,Cell745
239,94,92,0.75,1,2,Cell94,Cell592
240,94,361,0.583333333333333,1,2,Cell94,Cell861
241,95,361,0.916666666666667,1,2,Cell95,Cell861
242,95,233,0.833333333333333,1,2,Cell95,Cell733
243,95,299,0.583333333333333,1,2,Cell95,Cell799
244,96,133,1,1,2,Cell96,Cell633
245,96,99,0.833333333333333,1,2,Cell96,Cell599
246,97,32,0.75,1,2,Cell97,Cell532
247,98,44,1,1,2,Cell98,Cell544
248,98,345,0.5,1,2,Cell98,Cell845
249,98,271,0.416666666666667,1,2,Cell98,Cell771
250,99,42,0.916666666666667,1,2,Cell99,Cell542
251,99,194,0.5,1,2,Cell99,Cell694
252,99,57,0.666666666666667,1,2,Cell99,Cell557
253,100,135,0.5,1,2,Cell100,Cell635
254,101,147,0.75,1,2,Cell101,Cell647
255,101,137,0.5,1,2,Cell101,Cell637
256,101,242,0.333333333333333,1,2,Cell101,Cell742
257,102,324,0.833333333333333,1,2,Cell102,Cell824
258,102,346,0.75,1,2,Cell102,Cell846
259,103,10,0.583333333333333,1,2,Cell103,Cell510
260,105,124,0.5,1,2,Cell105,Cell624
261,106,448,0.666666666666667,1,2,Cell106,Cell948
262,106,406,0.833333333333333,1,2,Cell106,Cell906
263,106,291,0.833333333333333,1,2,Cell106,Cell791
264,107,189,0.916666666666667,1,2,Cell107,Cell689
265,107,281,0.916666666666667,1,2,Cell107,Cell781
266,107,186,1,1,2,Cell107,Cell686
267,108,349,0,1,2,Cell108,Cell849
268,109,11,0.25,1,2,Cell109,Cell511
269,110,13,0.666666666666667,1,2,Cell110,Cell513
270,110,81,0.25,1,2,Cell110,Cell581
271,110,3,0.583333333333333,1,2,Cell110,Cell503
272,110,98,0.833333333333333,1,2,Cell110,Cell598
273,110,119,0.75,1,2,Cell110,Cell619
274,111,383,0.916666666666667,1,2,Cell111,Cell883
275,111,20,0.75,1,2,Cell111,Cell520
276,112,285,0.5,1,2,Cell112,Cell785
277,112,263,0.333333333333333,1,2,Cell112,Cell763
278,113,226,0.666666666666667,1,2,Cell113,Cell726
279,113,220,0.916666666666667,1,2,Cell113,Cell720
280,113,441,0.333333333333333,1,2,Cell113,Cell941
281,114,355,1,1,2,Cell114,Cell855
282,114,391,1,1,2,Cell114,Cell891
283,114,370,0.666666666666667,1,2,Cell114,Cell870
284,115,16,0.916666666666667,1,2,Cell115,Cell516
285,115,409,0.416666666666667,1,2,Cell115,Cell909
286,116,274,0.916666666666667,1,2,Cell116,Cell774
287,116,165,0.583333333333333,1,2,Cell116,Cell665
288,116,187,0.416666666666667,1,2,Cell116,Cell687
289,116,155,0.333333333333333,1,2,Cell116,Cell655
290,117,316,0.833333333333333,1,2,Cell117,Cell816
291,117,254,0.416666666666667,1,2,Cell117,Cell754
292,117,142,0.583333333333333,1,2,Cell117,Cell642
293,118,181,0.333333333333333,1,2,Cell118,Cell681
294,118,228,0.583333333333333,1,2,Cell118,Cell728
295,118,314,0.5,1,2,Cell118,Cell814
296,118,447,0.333333333333333,1,2,Cell118,Cell947
297,119,228,0.833333333333333,1,2,Cell119,Cell728
298,120,23,0.75,1,2,Cell120,Cell523
299,120,9,0.333333333333333,1,2,Cell120,Cell509
300,121,36,0.5,1,2,Cell121,Cell536
301,121,141,0.416666666666667,1,2,Cell121,Cell641
302,121,410,0.5,1,2,Cell121,Cell910
303,122,180,0.75,1,2,Cell122,Cell680
304,122,84,0.333333333333333,1,2,Cell122,Cell584
305,122,123,0.25,1,2,Cell122,Cell623
306,122,79,0.583333333333333,1,2,Cell122,Cell579
307,123,11,0.25,1,2,Cell123,Cell511
308,124,168,0.75,1,2,Cell124,Cell668
309,124,428,0.833333333333333,1,2,Cell124,Cell928
310,124,85,0.916666666666667,1,2,Cell124,Cell585
311,124,303,0.25,1,2,Cell124,Cell803
312,125,423,0.916666666666667,1,2,Cell125,Cell923
313,125,366,0.75,1,2,Cell125,Cell866
314,125,214,0.75,1,2,Cell125,Cell714
315,125,216,0.666666666666667,1,2,Cell125,Cell716
316,125,59,0.75,1,2,Cell125,Cell559
317,126,165,0.583333333333333,1,2,Cell126,Cell665
318,126,424,0.5,1,2,Cell126,Cell924
319,127,67,0.416666666666667,1,2,Cell127,Cell567
320,127,42,0.916666666666667,1,2,Cell127,Cell542
321,127,60,0.5,1,2,Cell127,Cell560
322,128,312,1,1,2,Cell128,Cell812
323,128,358,0.666666666666667,1,2,Cell128,Cell858
324,129,246,0.25,1,2,Cell129,Cell746
325,130,385,0.833333333333333,1,2,Cell130,Cell885
326,130,357,0,1,2,Cell130,Cell857
327,130,92,0.583333333333333,1,2,Cell130,Cell592
328,131,116,0.916666666666667,1,2,Cell131,Cell616
329,131,426,0.5,1,2,Cell131,Cell926
330,131,301,1,1,2,Cell131,Cell801
331,133,120,1,1,2,Cell133,Cell620
332,133,344,0.666666666666667,1,2,Cell133,Cell844
333,133,235,0.583333333333333,1,2,Cell133,Cell735
334,133,26,0.5,1,2,Cell133,Cell526
335,135,361,0.666666666666667,1,2,Cell135,Cell861
336,135,107,0.333333333333333,1,2,Cell135,Cell607
337,135,129,0.5,1,2,Cell135,Cell629
338,137,67,0.416666666666667,1,2,Cell137,Cell567
339,137,153,0.666666666666667,1,2,Cell137,Cell653
340,138,343,0.5,1,2,Cell138,Cell843
341,138,258,0.666666666666667,1,2,Cell138,Cell758
342,138,431,0.333333333333333,1,2,Cell138,Cell931
343,139,70,0.833333333333333,1,2,Cell139,Cell570
344,139,380,0.166666666666667,1,2,Cell139,Cell880
345,139,129,0.333333333333333,1,2,Cell139,Cell629
346,140,323,0.75,1,2,Cell140,Cell823
347,140,309,0.5,1,2,Cell140,Cell809
348,141,288,0.75,1,2,Cell141,Cell788
349,141,282,0.583333333333333,1,2,Cell141,Cell782
350,141,272,0.75,1,2,Cell141,Cell772
351,141,98,0.333333333333333,1,2,Cell141,Cell598
352,142,329,0.833333333333333,1,2,Cell142,Cell829
353,142,294,0.333333333333333,1,2,Cell142,Cell794
354,142,354,0.25,1,2,Cell142,Cell854
355,143,327,0.583333333333333,1,2,Cell143,Cell827
356,143,19,0.166666666666667,1,2,Cell143,Cell519
357,144,196,1,1,2,Cell144,Cell696
358,144,129,0.5,1,2,Cell144,Cell629
359,144,244,0.583333333333333,1,2,Cell144,Cell744
360,144,427,0.25,1,2,Cell144,Cell927
361,145,341,0.666666666666667,1,2,Cell145,Cell841
362,145,70,0.666666666666667,1,2,Cell145,Cell570
363,145,147,0.25,1,2,Cell145,Cell647
364,146,193,1,1,2,Cell146,Cell693
365,146,396,0.666666666666667,1,2,Cell146,Cell896
366,146,18,0.666666666666667,1,2,Cell146,Cell518
367,147,10,1,1,2,Cell147,Cell510
368,147,274,1,1,2,Cell147,Cell774
369,148,149,0.916666666666667,1,2,Cell148,Cell649
370,149,347,0.416666666666667,1,2,Cell149,Cell847
371,149,373,0.666666666666667,1,2,Cell149,Cell873
372,150,332,0.666666666666667,1,2,Cell150,Cell832
373,150,286,1,1,2,Cell150,Cell786
374,150,135,0.25,1,2,Cell150,Cell635
375,151,375,0.333333333333333,1,2,Cell151,Cell875
376,151,433,0.416666666666667,1,2,Cell151,Cell933
377,151,448,0.0833333333333333,1,2,Cell151,Cell948
378,152,222,0.5,1,2,Cell152,Cell722
379,152,52,0.25,1,2,Cell152,Cell552
380,153,173,0.75,1,2,Cell153,Cell673
381,153,87,1,1,2,Cell153,Cell587
382,153,390,0.75,1,2,Cell153,Cell890
383,153,22,0.416666666666667,1,2,Cell153,Cell522
384,154,62,0.5,1,2,Cell154,Cell562
385,155,29,0.333333333333333,1,2,Cell155,Cell529
386,155,228,0.916666666666667,1,2,Cell155,Cell728
387,155,405,0.666666666666667,1,2,Cell155,Cell905
388,155,195,1,1,2,Cell155,Cell695
389,156,389,1,1,2,Cell156,Cell889
390,157,105,0.666666666666667,1,2,Cell157,Cell605
391,157,263,1,1,2,Cell157,Cell763
392,158,370,0.916666666666667,1,2,Cell158,Cell870
393,158,321,0.75,1,2,Cell158,Cell821
394,158,422,0.5,1,2,Cell158,Cell922
395,158,393,0.75,1,2,Cell158,Cell893
396,158,305,0.75,1,2,Cell158,Cell805
397,159,7,0.5,1,2,Cell159,Cell507
398,159,258,0.416666666666667,1,2,Cell159,Cell758
399,160,270,0.833333333333333,1,2,Cell160,Cell770
400,160,8,0.416666666666667,1,2,Cell160,Cell508
401,162,97,1,1,2,Cell162,Cell597
402,163,281,0.666666666666667,1,2,Cell163,Cell781
403,163,39,0.666666666666667,1,2,Cell163,Cell539
404,165,85,1,1,2,Cell165,Cell585
405,165,145,0.416666666666667,1,2,Cell165,Cell645
406,166,177,1,1,2,Cell166,Cell677
407,166,207,0.166666666666667,1,2,Cell166,Cell707
408,166,256,0.416666666666667,1,2,Cell166,Cell756
409,166,418,0.583333333333333,1,2,Cell166,Cell918
410,167,340,0.25,1,2,Cell167,Cell840
411,167,83,0.5,1,2,Cell167,Cell583
412,167,428,0.5,1,2,Cell167,Cell928
413,167,5,0.75,1,2,Cell167,Cell505
414,168,179,1,1,2,Cell168,Cell679
415,168,167,0.583333333333333,1,2,Cell168,Cell667
416,169,131,0.25,1,2,Cell169,Cell631
417,169,411,0.333333333333333,1,2,Cell169,Cell911
418,169,357,0.5,1,2,Cell169,Cell857
419,170,113,0.583333333333333,1,2,Cell170,Cell613
420,170,20,0.666666666666667,1,2,Cell170,Cell520
421,170,227,1,1,2,Cell170,Cell727
422,171,195,0.916666666666667,1,2,Cell171,Cell695
423,171,137,0.75,1,2,Cell171,Cell637
424,171,435,0.416666666666667,1,2,Cell171,Cell935
425,171,150,1,1,2,Cell171,Cell650
426,172,187,0.75,1,2,Cell172,Cell687
427,172,83,0.583333333333333,1,2,Cell172,Cell583
428,172,343,0.25,1,2,Cell172,Cell843
429,172,17,0.416666666666667,1,2,Cell172,Cell517
430,172,202,0.583333333333333,1,2,Cell172,Cell702
431,173,325,0.666666666666667,1,2,Cell173,Cell825
432,175,133,1,1,2,Cell175,Cell633
433,175,420,0.416666666666667,1,2,Cell175,Cell920
434,175,99,0.5,1,2,Cell175,Cell599
435,176,160,0.583333333333333,1,2,Cell176,Cell660
436,176,86,1,1,2,Cell176,Cell586
437,176,177,0.166666666666667,1,2,Cell176,Cell677
438,177,41,0.583333333333333,1,2,Cell177,Cell541
439,177,371,0.583333333333333,1,2,Cell177,Cell871
440,178,125,0.75,1,2,Cell178,Cell625
441,178,19,1,1,2,Cell178,Cell519
442,178,3,0.5,1,2,Cell178,Cell503
443,179,51,0.416666666666667,1,2,Cell179,Cell551
444,180,234,0.75,1,2,Cell180,Cell734
445,180,379,0.333333333333333,1,2,Cell180,Cell879
446,181,433,0.5,1,2,Cell181,Cell933
447,181,67,0.416666666666667,1,2,Cell181,Cell567
448,182,12,0.916666666666667,1,2,Cell182,Cell512
449,182,201,0.25,1,2,Cell182,Cell701
450,182,339,0.5,1,2,Cell182,Cell839
451,183,223,0.333333333333333,1,2,Cell183,Cell723
452,184,270,0.75,1,2,Cell184,Cell770
453,184,443,0.75,1,2,Cell184,Cell943
454,185,215,0.916666666666667,1,2,Cell185,Cell715
455,185,139,0.416666666666667,1,2,Cell185,Cell639
456,185,12,1,1,2,Cell185,Cell512
457,186,352,0.833333333333333,1,2,Cell186,Cell852
458,186,9,1,1,2,Cell186,Cell509
459,186,51,0.25,1,2,Cell186,Cell551
460,187,162,0.333333333333333,1,2,Cell187,Cell662
461,187,189,0.75,1,2,Cell187,Cell689
462,187,201,0.666666666666667,1,2,Cell187,Cell701
463,187,219,0.5,1,2,Cell187,Cell719
464,188,417,0.0833333333333333,1,2,Cell188,Cell917
465,189,170,0.833333333333333,1,2,Cell189,Cell670
466,189,410,0,1,2,Cell189,Cell910
467,189,429,0.333333333333333,1,2,Cell189,Cell929
468,190,26,0.666666666666667,1,2,Cell190,Cell526
469,190,346,0.833333333333333,1,2,Cell190,Cell846
470,191,180,0.5,1,2,Cell191,Cell680
471,191,125,1,1,2,Cell191,Cell625
472,192,164,0.583333333333333,1,2,Cell192,Cell664
473,192,262,0.5,1,2,Cell192,Cell762
474,194,420,0.583333333333333,1,2,Cell194,Cell920
475,194,142,0.583333333333333,1,2,Cell194,Cell642
476,194,430,0.5,1,2,Cell194,Cell930
477,194,212,0.416666666666667,1,2,Cell194,Cell712
478,194,336,0.0833333333333333,1,2,Cell194,Cell836
479,195,336,1,1,2,Cell195,Cell836
480,195,238,0.333333333333333,1,2,Cell195,Cell738
481,195,100,0.666666666666667,1,2,Cell195,Cell600
482,195,377,0.916666666666667,1,2,Cell195,Cell877
483,196,402,0.5,1,2,Cell196,Cell902
484,196,430,1,1,2,Cell196,Cell930
485,196,431,0.416666666666667,1,2,Cell196,Cell931
486,197,297,0.833333333333333,1,2,Cell197,Cell797
487,197,306,0.666666666666667,1,2,Cell197,Cell806
488,197,178,0.333333333333333,1,2,Cell197,Cell678
489,198,101,0.75,1,2,Cell198,Cell601
490,198,27,0.166666666666667,1,2,Cell198,Cell527
491,198,450,0.666666666666667,1,2,Cell198,Cell950
492,199,244,1,1,2,Cell199,Cell744
493,199,184,0.416666666666667,1,2,Cell199,Cell684
494,199,326,0.5,1,2,Cell199,Cell826
495,199,21,0.333333333333333,1,2,Cell199,Cell521
496,200,262,0.416666666666667,1,2,Cell200,Cell762
497,200,205,0.833333333333333,1,2,Cell200,Cell705
498,200,381,0.5,1,2,Cell200,Cell881
499,200,380,0.916666666666667,1,2,Cell200,Cell880
500,201,315,1,1,2,Cell201,Cell815
501,201,399,1,1,2,Cell201,Cell899
502,201,379,1,1,2,Cell201,Cell879
503,201,41,0.5,1,2,Cell201,Cell541
504,202,156,0.333333333333333,1,2,Cell202,Cell656
505,202,271,0.333333333333333,1,2,Cell202,Cell771
506,203,42,0.5,1,2,Cell203,Cell542
507,203,153,0.25,1,2,Cell203,Cell653
508,204,269,0.916666666666667,1,2,Cell204,Cell769
509,204,437,0.916666666666667,1,2,Cell204,Cell937
510,204,300,0.833333333333333,1,2,Cell204,Cell800
511,205,289,0.75,1,2,Cell205,Cell789
512,205,351,0.666666666666667,1,2,Cell205,Cell851
513,206,34,1,1,2,Cell206,Cell534
514,206,37,0.25,1,2,Cell206,Cell537
515,207,334,0.666666666666667,1,2,Cell207,Cell834
516,207,219,0.75,1,2,Cell207,Cell719
517,207,248,0.75,1,2,Cell207,Cell748
518,207,130,0.166666666666667,1,2,Cell207,Cell630
519,208,332,0.5,1,2,Cell208,Cell832
520,208,19,0.666666666666667,1,2,Cell208,Cell519
521,208,1,0,1,2,Cell208,Cell501
522,209,310,0.666666666666667,1,2,Cell209,Cell810
523,209,97,0.833333333333333,1,2,Cell209,Cell597
524,209,439,1,1,2,Cell209,Cell939
525,209,225,1,1,2,Cell209,Cell725
526,210,45,0.583333333333333,1,2,Cell210,Cell545
527,210,134,0.833333333333333,1,2,Cell210,Cell634
528,210,380,0.333333333333333,1,2,Cell210,Cell880
529,210,128,0.5,1,2,Cell210,Cell628
530,210,424,0.5,1,2,Cell210,Cell924
531,211,29,0.75,1,2,Cell211,Cell529
532,211,219,0.333333333333333,1,2,Cell211,Cell719
533,211,237,0.416666666666667,1,2,Cell211,Cell737
534,212,64,1,1,2,Cell212,Cell564
535,212,392,0.916666666666667,1,2,Cell212,Cell892
536,213,177,0.666666666666667,1,2,Cell213,Cell677
537,213,263,0.666666666666667,1,2,Cell213,Cell763
538,214,79,0.75,1,2,Cell214,Cell579
539,214,333,0.916666666666667,1,2,Cell214,Cell833
